model,regime_id,n_samples,psnr,ssim,fss,csi,recall,latency_ms,n_params
ESPCN#1,6,235,16.270050239271146,0.5501688579954969,0.9816418726393517,0.8771152081164653,0.9986835878057329,1.3682415708899498,3316
ESPCN#1,4,131,14.48146390846371,0.5366260282746181,0.8332164678864806,0.5095849874808555,0.9875704583291165,1.4000832103192806,3316
ESPCN#1,15,229,17.89128724550723,0.5770605396968296,0.9936536550521851,0.9548673664967801,0.9994397515448508,1.4018167741596699,3316
ESPCN#1,12,128,17.201208494789345,0.6578019878232745,0.697777337860316,0.3636817843133042,0.9662282484211819,1.370708178728819,3316
ESPCN#1,13,77,25.070938221837494,0.8444887473095185,0.6046122482844761,0.2959710190408485,0.9184629225264054,1.3737167697399855,3316
ESPCN#1,1,203,16.032582648374692,0.5458131471224091,0.9842528304442983,0.8925929249229366,0.9987872134575687,1.3826583977788687,3316
ESPCN#1,5,161,18.487776737266795,0.574870504691853,0.9957492699534256,0.968917395512447,0.9995397408005153,1.393666584044695,3316
EDSR-Lite#0,10,212,17.19417257974055,0.36574871755874555,0.9467564821243286,0.6782251938585964,0.9662135494783589,16.832050029188395,8077
EDSR-Lite#0,3,146,17.57282043581487,0.34839734124266797,0.826863362772824,0.442681181947443,0.9319659963461666,16.311333188787103,8077
EDSR-Lite#0,2,252,20.69350409945278,0.3672877331184209,0.8877101445954944,0.5365566432671635,0.9487003397672044,15.38423323072493,8077
EDSR-Lite#0,14,165,19.221993868886077,0.3642057507931854,0.9090227596687548,0.570684163777843,0.957406576994526,15.687766624614595,8077
EDSR-Lite#0,7,214,17.58718272029515,0.36161433078042865,0.942438656481627,0.6700070687884085,0.9664038999276235,15.85961659438908,8077
EDSR-Lite#0,0,277,15.926027341882438,0.3642774085733419,0.9603581110062582,0.7407265436809846,0.97417967835078,15.498158195987344,8077
EDSR-Lite#0,9,244,15.21486737467246,0.3665898121719259,0.9723193567307269,0.7940954639104018,0.9776998103987157,17.145224986597896,8077
EDSR-Lite#0,11,318,14.524393456748834,0.37315650198375216,0.9752769327763492,0.8113866205018283,0.9790297984294555,15.718033397570254,8077
EDSR-Lite#0,8,224,15.089429460462842,0.3490025094535341,0.9130117959742036,0.5833510532205979,0.9558201985866835,16.962991608306766,8077
EDSR-Lite#0,6,235,14.427354712969336,0.3797917552466742,0.9841872552607922,0.8644301765566538,0.9825024778582772,16.246274998411536,8077
EDSR-Lite#0,4,131,13.223501607903069,0.34134929348147397,0.86616088279331,0.48564450851689184,0.9194455371470515,17.257016571238637,8077
EDSR-Lite#0,15,229,15.52178057936342,0.4012908955785103,0.995251578535055,0.949126629950836,0.9903007706722243,15.748925041407347,8077
EDSR-Lite#0,12,128,16.27784760640287,0.3455040367948192,0.7339176996611059,0.3367369704921365,0.8865920910292175,16.11047498881817,8077
EDSR-Lite#0,13,77,23.812950591789477,0.36593520768826165,0.6035206325642475,0.24723381182217247,0.8969388466291668,15.4016749933362,8077
EDSR-Lite#0,1,203,14.002756087571228,0.3831522930370082,0.9868121722648884,0.882591873856737,0.9838255405742129,15.246049966663122,8077
EDSR-Lite#0,5,161,15.857521870531711,0.4077998785779806,0.9972518119752777,0.9664310848728053,0.9923392964125822,15.523333381861448,8077
EDSR-Lite#1,10,212,18.139719001352187,0.3433475726794572,0.9446904712690497,0.6827541041862573,0.9834312902838426,16.73962497152388,8077
EDSR-Lite#1,3,146,18.170195847769914,0.30597650917376207,0.8216347192248253,0.4463049268548208,0.953527325443086,15.12886662967503,8077
EDSR-Lite#1,2,252,21.44368679334829,0.312044117330506,0.883075518030969,0.5390125031167048,0.9707145798713167,15.471825003623962,8077
EDSR-Lite#1,14,165,19.956930673521413,0.3135456415674482,0.9022015026121428,0.5686783992995736,0.9754832155874572,15.62962499447167,8077
EDSR-Lite#1,7,214,18.54481456436493,0.3356885161021942,0.9382878734129612,0.6723812345551793,0.9838429980036331,16.92183339037001,8077
EDSR-Lite#1,0,277,17.011616943336776,0.3757192338945671,0.9593595083439823,0.7485352259636668,0.9883926976874625,15.298500005155802,8077
EDSR-Lite#1,9,244,16.411595797132204,0.40998938613654645,0.9712506415414028,0.7995449648590217,0.9900046268046936,17.853625025600195,8077
EDSR-Lite#1,11,318,15.752787050305242,0.4445836772481873,0.9707087469550798,0.8100443986399033,0.9913568890777684,16.119108395650983,8077
EDSR-Lite#1,8,224,15.899940104375327,0.33525782931854514,0.9062467310577631,0.5854010544965954,0.9761675206912557,16.353091597557068,8077
EDSR-Lite#1,6,235,15.725010818462016,0.4889944989076096,0.9813652304892845,0.8662730250908526,0.9936239459100602,16.088433424010873,8077
EDSR-Lite#1,4,131,13.886045929143641,0.34827534429896323,0.8452387333826255,0.4911931403704741,0.9594325150600927,16.113675013184547,8077
EDSR-Lite#1,15,229,17.267021633784807,0.5833098504742606,0.9938543964681668,0.9526167648707984,0.9972925770420612,17.19140000641346,8077
EDSR-Lite#1,12,128,16.82401848232948,0.3112962586254446,0.7266845772974193,0.3490821544057212,0.9242078671389299,16.60477500408888,8077
EDSR-Lite#1,13,77,24.27108846501621,0.297011400041291,0.6227618161734049,0.256541347828815,0.9059880198978013,15.60901659540832,8077
EDSR-Lite#1,1,203,15.375626191215147,0.5297455539757011,0.9831113433602996,0.8820705087901899,0.9947102226370778,17.89838341064751,8077
EDSR-Lite#1,5,161,17.85544694425779,0.6022821201656452,0.9958374988958703,0.9680632973042101,0.9982561588091687,15.850300015881658,8077
RLFN-Lite#0,10,212,16.21048422382664,0.23057909941624402,0.9118106851600251,0.6039246626947588,0.9602153460965417,1.6727415844798088,1396
RLFN-Lite#0,3,146,16.42747063135329,0.20793945363684227,0.7716011311093421,0.3765965938860894,0.9001524404057544,1.0000081732869148,1396
RLFN-Lite#0,2,252,19.543025342254708,0.21788716468877217,0.8400294891898594,0.4572987449404285,0.9157006677054031,0.9280833881348372,1396
RLFN-Lite#0,14,165,18.05457779788257,0.2190811487354586,0.864538638158278,0.4953651829622007,0.9416681007247827,0.7957166060805321,1396
RLFN-Lite#0,7,214,16.515341163237956,0.22493204820178914,0.9047987327397427,0.598108812856215,0.9621235542490576,0.7965418044477701,1396
RLFN-Lite#0,0,277,14.979135868241718,0.24116479153226633,0.9327212141739333,0.6779342168164989,0.9735273741376799,0.7962749805301428,1396
RLFN-Lite#0,9,244,14.40166128610907,0.25684002937859335,0.9507777788599984,0.7390735838234287,0.9794257523441722,0.8317918051034212,1396
RLFN-Lite#0,11,318,13.645948291907732,0.26451740033588667,0.9531148239126745,0.7562281858012307,0.9814325252729695,0.8635749574750662,1396
RLFN-Lite#0,8,224,14.03847036147495,0.2187936828883063,0.8658772746899298,0.512677157937554,0.9491653921998794,0.7963418029248714,1396
RLFN-Lite#0,6,235,13.630308449659308,0.28738715840062673,0.9703698216600621,0.8249827892586123,0.9854739541967955,1.1289499700069427,1396
RLFN-Lite#0,4,131,12.208810537175374,0.2030752129319368,0.8048246461926526,0.4176837401063559,0.9070639026725934,0.8055665995925665,1396
RLFN-Lite#0,15,229,15.00250456253089,0.33190594043048977,0.9909140949165978,0.9391985405264263,0.9952620770642296,0.8309167809784412,1396
RLFN-Lite#0,12,128,15.238351675142672,0.19884403857272248,0.6730243512429297,0.2771063111717601,0.8336216604416211,0.8168668020516634,1396
RLFN-Lite#0,13,77,22.546301964422977,0.21069986023711587,0.5685874610752254,0.19289710369419685,0.7478622532641351,0.793183222413063,1396
RLFN-Lite#0,1,203,13.261992403824035,0.29760505235926954,0.9737514627390894,0.8474372528911076,0.9886831624630861,0.9669833816587925,1396
RLFN-Lite#0,5,161,15.331589565359595,0.32764478898116317,0.9940884742677581,0.9598277322303354,0.9968152451526667,0.8026084396988153,1396
RLFN-Lite#1,10,212,17.552271796041264,0.4202255764855231,0.9445449999480877,0.679256757959471,0.9773281965633114,0.8462665602564812,1396
RLFN-Lite#1,3,146,17.705286729787417,0.4075372547825038,0.8124541203453116,0.4453323129323239,0.9555158689451781,0.8102415595203638,1396
RLFN-Lite#1,2,252,21.00368301477454,0.4422099691769854,0.888416916605026,0.5520100482389713,0.9667777753250695,0.8043333888053894,1396
RLFN-Lite#1,14,165,19.606591214782558,0.434411773538522,0.90889199032928,0.5832335385992364,0.9754468443768177,0.8096417877823114,1396
RLFN-Lite#1,7,214,18.028807012159422,0.42728082246039883,0.9402415103444429,0.6773887879043936,0.9819599196970717,0.853474996984005,1396
RLFN-Lite#1,0,277,16.437029555451545,0.42000765530615547,0.9598760544608216,0.7478772372575291,0.98619958056842,0.9107082150876522,1396
RLFN-Lite#1,9,244,15.767429009411128,0.4188309701775439,0.9713012378235333,0.7969164950463329,0.987089501021728,0.806874968111515,1396
RLFN-Lite#1,11,318,15.159931971525777,0.43322757717497806,0.9718939731330991,0.8103165973531827,0.9895873350846708,0.7980834227055311,1396
RLFN-Lite#1,8,224,15.43538081106323,0.3966671561941232,0.9044133012316057,0.5851841478761531,0.975479409938582,0.794791616499424,1396
RLFN-Lite#1,6,235,15.073191432449978,0.44450274088968883,0.9820062228973876,0.8650866281974193,0.9916141183232592,0.7926749996840954,1396
RLFN-Lite#1,4,131,13.638494448935031,0.39147523510806437,0.8442970659896618,0.49433580449339604,0.9624042740824917,0.9511749725788832,1396
RLFN-Lite#1,15,229,16.403683051556,0.49920071985776426,0.9941346593298767,0.9511154438974097,0.9959361232667383,1.1175000108778477,1396
RLFN-Lite#1,12,128,16.260582878044755,0.3943416461647934,0.7019454631954432,0.33759860754346865,0.9287972015477677,0.7980166003108025,1396
RLFN-Lite#1,13,77,23.664411342454585,0.4473843786965398,0.5868307243693959,0.2506606289576424,0.8947156952532955,0.8631750009953976,1396
RLFN-Lite#1,1,203,14.792141698595323,0.47062417356542885,0.9845236801161554,0.8829436046248951,0.9927030551124034,0.8894999977201223,1396
RLFN-Lite#1,5,161,16.916965492994095,0.5102259407250783,0.9962376826298163,0.9675764743164319,0.9971354932677627,0.8762750308960676,1396
SwinIR-Light-Lite#0,10,212,18.664312656739494,0.4858844954123497,0.9633534983643945,0.7386105708620271,0.9878685030878821,13.736275024712086,4825
SwinIR-Light-Lite#0,3,146,18.845315945390773,0.4684055581774021,0.8671351663053852,0.5159947632287867,0.9659526728408384,11.564299976453185,4825
SwinIR-Light-Lite#0,2,252,22.089397956258544,0.4990141190604371,0.9250252762484172,0.619500001674089,0.977401820423331,11.03710001334548,4825
SwinIR-Light-Lite#0,14,165,20.588401408481673,0.4915864568872814,0.9379044991551023,0.6440635386269798,0.9805568014275376,11.135350028052926,4825
SwinIR-Light-Lite#0,7,214,19.06234090614296,0.48837067239819465,0.958452515234457,0.7285524270351782,0.9874883347412122,11.464625038206577,4825
SwinIR-Light-Lite#0,0,277,17.522913413314264,0.4873942887108897,0.973547928815284,0.7939823581230608,0.9914074215121397,11.141941603273153,4825
SwinIR-Light-Lite#0,9,244,16.85384097213199,0.48899647901407006,0.9797387025395378,0.8323240175682988,0.9932771801806756,15.651408396661282,4825
SwinIR-Light-Lite#0,11,318,16.22358753215464,0.5045665912615699,0.9812910575536812,0.8457722113028443,0.993752646551955,15.002591582015157,4825
SwinIR-Light-Lite#0,8,224,16.435690191745287,0.462102939114064,0.9320069370525224,0.6410311279247546,0.9812589353266894,10.49136663787067,4825
SwinIR-Light-Lite#0,6,235,16.143031446483946,0.5169485037194812,0.987821087938674,0.8899574570364018,0.995340331301531,14.221925009042025,4825
SwinIR-Light-Lite#0,4,131,14.421255851452617,0.44960079999108926,0.8830485817130286,0.5421484522768075,0.9640075168032625,11.106058210134506,4825
SwinIR-Light-Lite#0,15,229,17.691484293882702,0.570128134514403,0.9960700047068201,0.9608045700997374,0.9980219399272429,10.503283189609647,4825
SwinIR-Light-Lite#0,12,128,17.4467726190031,0.47207953320765295,0.7722845613025129,0.39935832157864004,0.939474060035353,10.962999984622002,4825
SwinIR-Light-Lite#0,13,77,25.127148264639356,0.5075278767768849,0.6802940678286862,0.32134011617875113,0.9304624915643126,11.918383231386542,4825
SwinIR-Light-Lite#0,1,203,15.849252622738366,0.5370962938363073,0.9896230125074903,0.9049874445402243,0.9961160961520568,9.63169182650745,4825
SwinIR-Light-Lite#0,5,161,18.234843098564525,0.5882266347893015,0.9972822151569106,0.9731149722436396,0.998812348935524,11.085933167487383,4825
SwinIR-Light-Lite#1,10,212,15.245419863000183,0.3704533814158129,0.9453138441972013,0.5995023927098201,0.8850068298674243,12.694558408111334,4825
SwinIR-Light-Lite#1,3,146,15.776880757880164,0.3838421425269772,0.8185739006898175,0.3753730433008113,0.8340508042037236,10.61014998704195,4825
SwinIR-Light-Lite#1,2,252,19.03103734127919,0.4417781830328668,0.8859748617997245,0.45521098094165263,0.8463542593766614,9.562116581946611,4825
SwinIR-Light-Lite#1,14,165,17.397601812035074,0.42276207051944037,0.9100089293537718,0.498631775336766,0.8695751534964398,10.171916615217924,4825
SwinIR-Light-Lite#1,7,214,15.59450627431993,0.38286528728716857,0.9403328277240289,0.5971072223697568,0.8917701353501808,9.979574987664819,4825
SwinIR-Light-Lite#1,0,277,13.829472860733192,0.32297194567161924,0.9597615403819171,0.6772669551566184,0.9115332396156668,11.071199970319867,4825
SwinIR-Light-Lite#1,9,244,13.103093038451881,0.27998124729894475,0.9715847031014865,0.7361245040918126,0.9259935961181658,9.982908377423882,4825
SwinIR-Light-Lite#1,11,318,12.27728672696106,0.23995696473753703,0.9734751512794375,0.7600388468995377,0.9367387629652494,9.751824988052249,4825
SwinIR-Light-Lite#1,8,224,13.21621701912304,0.3301018379817835,0.9111045436667544,0.5180629447536405,0.88092320654082,10.468991613015532,4825
SwinIR-Light-Lite#1,6,235,12.139916523131308,0.19826025176015702,0.9827631813414553,0.8216856853011443,0.949426536203297,14.384099980816245,4825
SwinIR-Light-Lite#1,4,131,11.394900623787954,0.2859395818035905,0.8565047838305699,0.4175725476877678,0.8341548332094663,12.813624972477555,4825
SwinIR-Light-Lite#1,15,229,13.042020952553324,0.13772059457620506,0.9948398215801956,0.9316056654086866,0.9764210596880274,11.740391794592142,4825
SwinIR-Light-Lite#1,12,128,14.440620141055104,0.35808087373079633,0.7162310690619051,0.26700916124932017,0.7585417026567725,9.712908416986465,4825
SwinIR-Light-Lite#1,13,77,22.33763700758086,0.4587623291082446,0.5912868992074743,0.1835636708701741,0.7061778598594501,11.840099981054664,4825
SwinIR-Light-Lite#1,1,203,11.713504661628146,0.1655665297373484,0.9855685239942203,0.8471571665384182,0.9573994343128531,13.152350019663572,4825
SwinIR-Light-Lite#1,5,161,13.238622199884116,0.11767201173358188,0.9965050553683168,0.9528984843192266,0.9830592988706864,9.987091599032283,4825
CRMN-Lite#0,10,212,16.24575866193075,0.3609434954900236,0.9016533710484235,0.5969545359489505,0.974081667289942,1.4808415900915861,1374
CRMN-Lite#0,3,146,16.43886429866415,0.34965061858949714,0.7422819586649333,0.36318118227602764,0.9205560792338061,1.6151166055351496,1374
CRMN-Lite#0,2,252,19.650209838807356,0.4064846145495476,0.8193978203667535,0.4533484867788045,0.9479086392042269,1.5777416061609983,1374
CRMN-Lite#0,14,165,18.074457695675406,0.39374356676883604,0.846095228917671,0.4823949920802072,0.9560188616801818,1.4904917683452368,1374
CRMN-Lite#0,7,214,16.60720741158023,0.36984958467038476,0.8945587851176752,0.590889815208169,0.9736073783105225,1.4713166281580925,1374
CRMN-Lite#0,0,277,15.052176597939004,0.3406915605837384,0.9260767184009621,0.6714788053358205,0.9818505674284956,1.5253666322678328,1374
CRMN-Lite#0,9,244,14.395372660536536,0.32628055464216915,0.9445612858064839,0.731278213502772,0.9860487008215036,1.4269249979406595,1374
CRMN-Lite#0,11,318,13.74414349250704,0.31831091642838816,0.949024407556222,0.7528871829780361,0.9875885941850361,1.4321166090667248,1374
CRMN-Lite#0,8,224,14.050596366259128,0.3162969594573057,0.8516514551426683,0.500680338711909,0.9585238731160839,1.446691807359457,1374
CRMN-Lite#0,6,235,13.709473866971607,0.3261349555756492,0.9671575054209283,0.82168279840512,0.9901252885670584,1.5243665780872107,1374
CRMN-Lite#0,4,131,12.214260552463061,0.2747458638966339,0.7818086811604391,0.40984749866355535,0.9290116187635843,1.7970082350075245,1374
CRMN-Lite#0,15,229,15.226043300318024,0.3640849890585414,0.9902580036867134,0.9388327124528199,0.9963127071708714,1.7238750122487545,1374
CRMN-Lite#0,12,128,15.129359040547548,0.33057128597300867,0.6290366873145103,0.26817309174773185,0.8735810816891307,1.7489749938249588,1374
CRMN-Lite#0,13,77,22.83342495553811,0.4214863190348594,0.5134598713416558,0.19247497735624688,0.8304093756498252,3.0200665816664696,1374
CRMN-Lite#0,1,203,13.421039033492589,0.326097513356359,0.9717422080744663,0.846572114198376,0.9924723106154787,1.519925007596612,1374
CRMN-Lite#0,5,161,15.772124430710884,0.3748065785995975,0.9938778762491594,0.9604885591588652,0.997464792755717,1.465791603550315,1374
CRMN-Lite#1,10,212,15.41795824341363,0.24471227810963556,0.903998076915741,0.5680296332945625,0.9323312544989809,1.9607000052928925,1374
CRMN-Lite#1,3,146,15.714507157173255,0.24063708088633767,0.7353713826773918,0.3370854729492104,0.8791596157130563,1.7108334228396416,1374
CRMN-Lite#1,2,252,18.952117543845535,0.27449386802337533,0.8164983656671312,0.42323259267913527,0.9030699884961376,1.7205084208399057,1374
CRMN-Lite#1,14,165,17.39277790115843,0.2647537080662494,0.8447229009686095,0.4593594917762543,0.9245843565447758,1.6355750150978565,1374
CRMN-Lite#1,7,214,15.83667507135187,0.25332522227228654,0.8995532298756537,0.5682667061926434,0.9370038640794849,4.9567915964871645,1374
CRMN-Lite#1,0,277,14.197149116240926,0.23457877588002943,0.9317774112043828,0.6516315358318675,0.9467167949097152,2.0033749751746655,1374
CRMN-Lite#1,9,244,13.584490435892423,0.22651118904723003,0.952118231380572,0.7164532341320041,0.9537529768284134,1.946041639894247,1374
CRMN-Lite#1,11,318,12.848994808566056,0.22273889386039594,0.9547493553386545,0.7391103879149904,0.9595559623002038,1.993541605770588,1374
CRMN-Lite#1,8,224,13.368990280030387,0.2242038964310655,0.8564439195075205,0.4827635452392386,0.9249430290259303,2.99963322468102,1374
CRMN-Lite#1,6,235,12.800847753772961,0.2220652561761511,0.9713637336771539,0.8088521567698664,0.9657510542589252,1.5698584262281656,1374
CRMN-Lite#1,4,131,11.675125985070704,0.20462693206556679,0.7916248786540432,0.39795464213699466,0.8949502873652875,1.4415250159800053,1374
CRMN-Lite#1,15,229,13.920074167196615,0.2317505432397322,0.9913603254801321,0.9266039095129328,0.9805213569155236,1.895233429968357,1374
CRMN-Lite#1,12,128,14.443605182574569,0.22228086122648089,0.6265905788168311,0.24245078683797833,0.8098301187018639,1.4519583899527788,1374
CRMN-Lite#1,13,77,21.750390462896583,0.2791739981715238,0.4779550688607352,0.1582437659784508,0.7674139800413867,1.4429499860852957,1374
CRMN-Lite#1,1,203,12.428529985863996,0.22572926147171085,0.9758552462596611,0.8337721386375612,0.9683646399431407,1.4409417752176523,1374
CRMN-Lite#1,5,161,14.263972515948774,0.2243856861333133,0.9944913017083399,0.9491565140455362,0.9839330449443803,1.4332418330013752,1374
